Strategic,Monitor,On,Friday,01-Jun-18,filename:CCITY_20180601,,,,,,183,196,288,354,,,,,,,,,,,,,,
,INT,OTHER,SA/LK,PH,PT,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,Time Change,Current Time,Reading,Is a Node,Remove Duplicate,Test VO,Total VO,Num Lanes,Summed DS,Average DS
A=<38 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:22:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:23,SS,10,-,PL,4#2#,PV,4.2,CL,120,0,RL,106,SA,30,DS,82,0,19:23:00,0,0,0,30,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:23:00,0,0,0,0,0,0,0,0
,354,S,30,A,31,104,9,10,101,9,10,37,4,3,-,-,- ,81,1,19:23:00,1,1,1,22,22,3,242,80.6666666666667
,354,S,31,B,98,36,14,13,26,11,10,8,3,3,-,-,- ,35,1,19:23:00,1,1,1,28,28,3,70,23.3333333333333
,182,S,34,A,50,27,5,4,73,12,13,-,-,- ,-,-,- ,57,1,19:23:00,1,0,0,17,0,2,0,0
A=42,B=<58 ,,,,,,,,,,,,,,,,,,1,19:23:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:23,SS,58,+,PL,2.3,PV,2.3,CL,99,0,RL,86,SA,201,DS,103,0,19:23:00,0,0,0,203.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:23:00,0,0,0,0,0,0,0,0
,288,S,206,A,83,60,19,19,40,10,10,31,10,11,0,0,0,66,1,19:23:00,1,1,1,39,39,4,131,32.75
,288,S,270,B,21,0,0,0,0,0,0,-,-,- ,-,-,- ,8,1,19:23:00,1,1,1,0,0,2,0,0
A=<78 ,B=#22,,,,,,,,,,,,,,,,,,1,19:23:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:24,SS,85M+,PL,3.2#,PV,3.4,CL,120,0,RL,123,SA,313,DS,134,,0,19:24:00,0,0,0,243,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:24:00,0,0,0,0,0,0,0,0
,908,S,287,AC,78,-,-,- ,89,14,20,41,7,8,-,-,- ,112,1,19:24:00,1,0,0,21,0,2,0,0
,196,S,310,A,43,52,6,6,82,11,10,80,6,10,-,-,- ,89,1,19:24:00,1,1,1,23,23,3,214,71.3333333333333
,196,S,311,ABE,43,37,5,6,93,11,12,93,9,13,20,3,3,73,1,19:24:00,1,1,1,28,28,4,243,60.75
,196,S,312,D,51,43,5,7,46,9,8,69,13,13,23,5,3,85,1,19:24:00,1,1,1,32,32,4,181,45.25
,197,L,71,ABF,40,53,8,7,55,9,9,-,-,- ,-,-,- ,760,1,19:24:00,1,0,0,17,0,2,0,0
,197,L,72,ABF,40,79,5,10,63,9,8,-,-,- ,-,-,- ,480,1,19:24:00,1,0,0,14,0,2,0,0
A=<15 ,B=20,C=#25,D=26,E=18,,,,,,,,,,,,,,,1,19:24:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:24,SS,6M+,PL,2.2#,PV,2.3,CL,86,0,RL,86,SA,17,DS,87,,0,19:24:00,0,0,0,172,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:24:00,0,0,0,0,0,0,0,0
,183,S,20,AC,43,76,8,9,36,5,5,41,7,7,20,4,3,77,1,19:24:00,1,1,1,24,24,4,173,43.25
,183,S,21,B,32,40,4,4,44,6,5,54,8,6,-,-,- ,64,1,19:24:00,1,1,1,18,18,3,138,46
,184,S,161,A,37,82,8,9,117,12,15,103,13,15,50,6,6,97,1,19:24:00,1,0,0,39,0,4,0,0
,184,S,162,B,27,0,0,0,0,0,0,-,-,- ,-,-,- ,5,1,19:24:00,1,0,0,0,0,2,0,0
,183,S,183,B,32,40,4,4,44,6,5,-,-,- ,-,-,- ,56,1,19:24:00,1,1,0,10,0,2,0,0
,183,L,7,AC,43,76,8,9,-,-,- ,-,-,- ,-,-,- ,360,1,19:24:00,1,1,0,8,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:24:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:25,SS,58,-,PL,1.3,PV,1.3,CL,102,0,RL,82,SA,201,DS,105,0,19:25:00,0,0,0,202.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:25:00,0,0,0,0,0,0,0,0
,288,S,206,A,76,54,15,15,30,7,7,43,13,14,0,0,0,60,1,19:25:00,1,1,1,35,35,4,127,31.75
,288,S,270,B,21,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,19:25:00,1,1,1,0,0,2,0,0
A=<79 ,B=#21,,,,,,,,,,,,,,,,,,1,19:25:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:25,SS,6M+,PL,2.2#,PV,2.3,CL,86,0,RL,86,SA,20,DS,84,,0,19:25:00,0,0,0,172,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:25:00,0,0,0,0,0,0,0,0
,183,S,20,AC,85,84,13,21,52,14,14,58,19,19,25,7,8,80,1,19:25:00,1,1,1,53,53,4,219,54.75
,183,S,21,B,23,33,4,2,79,6,6,58,3,4,-,-,- ,49,1,19:25:00,1,1,1,13,13,3,170,56.6666666666667
,184,S,161,A,61,64,7,12,70,13,14,46,11,11,20,3,4,93,1,19:25:00,1,0,0,34,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,3,1,19:25:00,1,0,0,0,0,2,0,0
,183,S,183,B,23,33,4,2,79,6,6,-,-,- ,-,-,- ,44,1,19:25:00,1,1,0,10,0,2,0,0
,183,L,7,AC,85,84,13,21,-,-,- ,-,-,- ,-,-,- ,560,1,19:25:00,1,1,0,13,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:25:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:25,SS,10,-,PL,4#2#,PV,4.2,CL,120,0,RL,105,SA,30,DS,66,0,19:25:00,0,0,0,30,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:25:00,0,0,0,0,0,0,0,0
,354,S,30,A,42,66,10,9,52,9,7,53,8,7,-,-,- ,78,1,19:25:00,1,1,1,27,27,3,171,57
,354,S,31,B,84,22,8,7,34,13,11,10,4,3,-,-,- ,35,1,19:25:00,1,1,1,25,25,3,66,22
,182,S,34,A,53,55,8,9,85,15,16,-,-,- ,-,-,- ,72,1,19:25:00,1,0,0,23,0,2,0,0
A=42,B=<58 ,,,,,,,,,,,,,,,,,,1,19:25:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:26,SS,85M+,PL,3.2#,PV,6.3,CL,120,0,RL,127,SA,313,DS,134,,0,19:26:00,0,0,0,247,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:26:00,0,0,0,0,0,0,0,0
,908,S,287,AC,42,-,-,- ,71,8,9,11,2,1,-,-,- ,89,1,19:26:00,1,0,0,10,0,2,0,0
,196,S,310,A,16,121,5,5,164,2,8,173,2,8,-,-,- ,128,1,19:26:00,1,1,1,9,9,3,458,152.666666666667
,196,S,311,ABE,39,33,3,5,92,9,11,66,7,9,36,4,5,86,1,19:26:00,1,1,1,23,23,4,227,56.75
,196,S,312,D,43,75,9,10,71,10,10,73,11,12,15,3,2,74,1,19:26:00,1,1,1,33,33,4,234,58.5
,197,L,71,ABF,51,29,7,5,47,8,9,-,-,- ,-,-,- ,560,1,19:26:00,1,0,0,15,0,2,0,0
,197,L,72,ABF,51,69,6,12,46,5,7,-,-,- ,-,-,- ,520,1,19:26:00,1,0,0,11,0,2,0,0
A=<15 ,B=20,C=#25,D=26,E=18,,,,,,,,,,,,,,,1,19:26:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:27,SS,6M+,PL,2.2#,PV,2.3,CL,86,0,RL,86,SA,15,DS,103,,0,19:27:00,0,0,0,172,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:27:00,0,0,0,0,0,0,0,0
,183,S,20,AC,59,85,8,14,41,7,8,37,7,9,13,3,3,83,1,19:27:00,1,1,1,25,25,4,176,44
,183,S,21,B,25,84,8,7,64,5,6,48,4,4,-,-,- ,64,1,19:27:00,1,1,1,17,17,3,196,65.3333333333333
,184,S,161,A,83,35,9,9,58,18,16,41,16,14,13,4,3,75,1,19:27:00,1,0,0,47,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,19:27:00,1,0,0,0,0,2,0,0
,183,S,183,B,25,84,8,7,64,5,6,-,-,- ,-,-,- ,62,1,19:27:00,1,1,0,13,0,2,0,0
,183,L,7,AC,59,85,8,14,-,-,- ,-,-,- ,-,-,- ,620,1,19:27:00,1,1,0,8,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:27:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:27,SS,58,-,PL,1.3,PV,2.3,CL,115,0,RL,83,SA,201,DS,95,0,19:27:00,0,0,0,202.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:27:00,0,0,0,0,0,0,0,0
,288,S,206,A,78,77,22,23,38,8,9,33,11,11,0,0,0,66,1,19:27:00,1,1,1,41,41,4,148,37
,288,S,270,B,21,49,3,3,24,2,2,-,-,- ,-,-,- ,22,1,19:27:00,1,1,1,5,5,2,73,36.5
A=<82 ,B=#21,,,,,,,,,,,,,,,,,,1,19:27:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:27,SS,10,-,PL,4#2#,PV,2.2,CL,120,0,RL,108,SA,30,DS,82,0,19:27:00,0,0,0,30,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:27:00,0,0,0,0,0,0,0,0
,354,S,30,A,42,107,7,14,100,10,14,95,9,12,-,-,- ,93,1,19:27:00,1,1,1,26,26,3,302,100.666666666667
,354,S,31,B,77,34,10,10,47,15,14,6,2,2,-,-,- ,40,1,19:27:00,1,1,1,27,27,3,87,29
,182,S,34,A,73,20,6,4,44,11,11,-,-,- ,-,-,- ,64,1,19:27:00,1,0,0,17,0,2,0,0
A=42,B=<58 ,,,,,,,,,,,,,,,,,,1,19:27:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:28,SS,85M+,PL,6.2#,PV,6.3,CL,120,0,RL,133,SA,313,DS,143,,0,19:28:00,0,0,0,253,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:28:00,0,0,0,0,0,0,0,0
,908,S,287,AC,132,-,-,- ,51,17,20,25,10,9,-,-,- ,66,1,19:28:00,1,0,0,27,0,2,0,0
,196,S,310,A,59,66,7,11,66,10,12,160,8,26,-,-,- ,147,1,19:28:00,1,1,1,25,25,3,292,97.3333333333333
,196,S,311,ABE,59,37,2,9,49,7,9,19,4,4,16,4,3,73,1,19:28:00,1,1,1,17,17,4,121,30.25
,196,S,312,D,48,66,9,10,31,5,5,84,11,15,46,7,6,78,1,19:28:00,1,1,1,32,32,4,227,56.75
,197,L,71,ABF,38,93,4,12,93,7,14,-,-,- ,-,-,- ,600,1,19:28:00,1,0,0,11,0,2,0,0
,197,L,72,ABF,38,49,3,6,27,2,3,-,-,- ,-,-,- ,420,1,19:28:00,1,0,0,5,0,2,0,0
A=<19 ,B=20,C=#25,D=23,E=17,,,,,,,,,,,,,,,1,19:28:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:28,SS,6M+,PL,2.2#,PV,2.3,CL,86,0,RL,86,SA,20,DS,80,,0,19:28:00,0,0,0,172,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:28:00,0,0,0,0,0,0,0,0
,183,S,20,AC,59,80,7,14,36,5,7,67,16,16,8,2,2,83,1,19:28:00,1,1,1,30,30,4,191,47.75
,183,S,21,B,25,84,8,7,64,5,6,48,4,4,-,-,- ,75,1,19:28:00,1,1,1,17,17,3,196,65.3333333333333
,184,S,161,A,86,28,8,7,44,14,13,50,20,17,15,5,4,57,1,19:28:00,1,0,0,47,0,4,0,0
,184,S,162,B,27,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,19:28:00,1,0,0,0,0,2,0,0
,183,S,183,B,25,84,8,7,64,5,6,-,-,- ,-,-,- ,75,1,19:28:00,1,1,0,13,0,2,0,0
,183,L,7,AC,59,80,7,14,-,-,- ,-,-,- ,-,-,- ,640,1,19:28:00,1,1,0,7,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:28:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:29,SS,58,-,PL,2.3,PV,2.3,CL,113,0,RL,90,SA,200,DS,27,0,19:29:00,0,0,0,202.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:29:00,0,0,0,0,0,0,0,0
,288,S,206,A,81,49,15,15,19,6,5,22,9,7,0,0,0,59,1,19:29:00,1,1,1,30,30,4,90,22.5
,288,S,270,B,21,32,3,2,62,3,4,-,-,- ,-,-,- ,44,1,19:29:00,1,1,1,6,6,2,94,47
A=<79 ,B=#24,,,,,,,,,,,,,,,,,,1,19:29:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:29,SS,10,-,PL,4#2#,PV,4.2,CL,120,0,RL,104,SA,30,DS,48,0,19:29:00,0,0,0,30,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:29:00,0,0,0,0,0,0,0,0
,354,S,30,A,37,45,5,5,46,6,6,48,8,5,-,-,- ,71,1,19:29:00,1,1,1,19,19,3,139,46.3333333333333
,354,S,31,B,79,22,6,6,35,12,11,9,3,3,-,-,- ,39,1,19:29:00,1,1,1,21,21,3,66,22
,182,S,34,A,59,32,6,6,50,10,10,-,-,- ,-,-,- ,56,1,19:29:00,1,0,0,16,0,2,0,0
A=42,B=<58 ,,,,,,,,,,,,,,,,,,1,19:29:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:29,SS,6M+,PL,2.2#,PV,6.3,CL,88,0,RL,86,SA,15,DS,118,,0,19:29:00,0,0,0,174,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:29:00,0,0,0,0,0,0,0,0
,183,S,20,AC,59,42,5,7,22,5,4,47,12,11,18,4,4,66,1,19:29:00,1,1,1,26,26,4,129,32.25
,183,S,21,B,25,38,4,3,119,8,11,16,2,1,-,-,- ,100,1,19:29:00,1,1,1,14,14,3,173,57.6666666666667
,184,S,161,A,59,36,7,7,99,23,20,73,19,18,34,7,6,74,1,19:29:00,1,0,0,56,0,4,0,0
,184,S,162,B,0,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,19:29:00,1,0,0,0,0,2,0,0
,183,S,183,B,25,38,4,3,119,8,11,-,-,- ,-,-,- ,100,1,19:29:00,1,1,0,12,0,2,0,0
,183,L,7,AC,59,42,5,7,-,-,- ,-,-,- ,-,-,- ,440,1,19:29:00,1,1,0,5,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:29:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:30,SS,85M+,PL,6.2,PV,2.3,CL,120,0,RL,138,SA,313,DS,135,,0,19:30:00,0,0,0,258,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:30:00,0,0,0,0,0,0,0,0
,908,S,287,AC,74,-,-,- ,53,13,11,11,3,2,-,-,- ,56,1,19:30:00,1,0,0,16,0,2,0,0
,196,S,310,A,47,67,3,9,29,3,4,47,3,6,-,-,- ,121,1,19:30:00,1,1,1,9,9,3,143,47.6666666666667
,196,S,311,ABE,69,20,5,6,66,12,14,57,11,13,24,6,6,66,1,19:30:00,1,1,1,34,34,4,167,41.75
,196,S,312,D,27,56,2,5,75,7,7,124,9,13,19,2,1,100,1,19:30:00,1,1,1,20,20,4,274,68.5
,197,L,71,ABF,42,68,8,10,60,9,10,-,-,- ,-,-,- ,620,1,19:30:00,1,0,0,17,0,2,0,0
,197,L,72,ABF,42,90,7,12,133,8,18,-,-,- ,-,-,- ,620,1,19:30:00,1,0,0,15,0,2,0,0
A=<19 ,B=20,C=#25,D=23,E=17,,,,,,,,,,,,,,,1,19:30:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:30,SS,58,-,PL,2.3,PV,3.3,CL,110,0,RL,93,SA,201,DS,31,0,19:30:00,0,0,0,203.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:30:00,0,0,0,0,0,0,0,0
,288,S,206,A,93,64,21,22,55,15,15,45,17,18,0,0,0,62,1,19:30:00,1,1,1,53,53,4,164,41
,288,S,270,B,21,0,0,0,58,3,4,-,-,- ,-,-,- ,57,1,19:30:00,1,1,1,3,3,2,58,29
A=<78 ,B=#24,,,,,,,,,,,,,,,,,,1,19:30:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:31,SS,6M+,PL,2.3,PV,2.3,CL,88,8,RL,88,SA,20,DS,135,,0,19:31:00,0,0,0,176,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:31:00,0,0,0,0,0,0,0,0
,183,S,20,AC,38,135,10,15,36,5,4,48,9,7,14,3,2,94,1,19:31:00,1,1,1,27,27,4,233,58.25
,183,S,21,B,29,44,5,4,63,5,7,49,3,5,-,-,- ,86,1,19:31:00,1,1,1,13,13,3,156,52
,184,S,161,A,85,75,16,20,64,16,18,42,15,15,21,7,6,77,1,19:31:00,1,0,0,54,0,4,0,0
,184,S,162,B,27,0,0,0,0,0,0,-,-,- ,-,-,- ,0,1,19:31:00,1,0,0,0,0,2,0,0
,183,S,183,B,29,44,5,4,63,5,7,-,-,- ,-,-,- ,86,1,19:31:00,1,1,0,10,0,2,0,0
,183,L,7,AC,38,135,10,15,-,-,- ,-,-,- ,-,-,- ,500,1,19:31:00,1,1,0,10,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:31:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:31,SS,10,-,PL,4.2,PV,4.2,CL,120,-4,RL,103,SA,30,DS,48,0,19:31:00,0,0,0,34.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:31:00,0,0,0,0,0,0,0,0
,354,S,30,A,37,45,5,5,46,6,6,48,8,5,-,-,- ,61,1,19:31:00,1,1,1,19,19,3,139,46.3333333333333
,354,S,31,B,83,37,11,11,32,12,11,4,2,1,-,-,- ,39,1,19:31:00,1,1,1,25,25,3,73,24.3333333333333
,182,S,34,A,48,21,4,3,44,7,7,-,-,- ,-,-,- ,46,1,19:31:00,1,0,0,11,0,2,0,0
A=<47 ,B=53,,,,,,,,,,,,,,,,,,1,19:31:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:32,SS,85M+,PL,5.3,PV,5.3,CL,120,0,RL,126,SA,110,DS,130,,0,19:32:00,0,0,0,246,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:32:00,0,0,0,0,0,0,0,0
,908,S,287,AC,79,-,-,- ,82,15,19,31,5,6,-,-,- ,66,1,19:32:00,1,0,0,20,0,2,0,0
,196,S,310,A,51,82,10,12,60,8,9,55,6,8,-,-,- ,94,1,19:32:00,1,1,1,24,24,3,197,65.6666666666667
,196,S,311,ABE,50,10,3,2,39,6,6,73,13,12,12,3,2,65,1,19:32:00,1,1,1,25,25,4,134,33.5
,196,S,312,D,47,36,4,5,78,12,12,113,15,20,21,3,3,110,1,19:32:00,1,1,1,34,34,4,248,62
,197,L,71,ABF,39,86,10,12,92,9,14,-,-,- ,-,-,- ,720,1,19:32:00,1,0,0,19,0,2,0,0
,197,L,72,ABF,39,125,8,16,130,9,16,-,-,- ,-,-,- ,780,1,19:32:00,1,0,0,17,0,2,0,0
A=<18 ,B=20,C=#25,D=24,E=17,,,,,,,,,,,,,,,1,19:32:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:32,SS,58,-,PL,2.3,PV,2.3,CL,97,0,RL,94,SA,200,DS,33,0,19:32:00,0,0,0,202.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:32:00,0,0,0,0,0,0,0,0
,288,S,206,A,92,77,26,27,17,6,5,48,17,18,0,0,0,67,1,19:32:00,1,1,1,49,49,4,142,35.5
,288,S,270,B,21,0,0,0,24,2,2,-,-,- ,-,-,- ,44,1,19:32:00,1,1,1,2,2,2,24,12
A=<75 ,B=#24,,,,,,,,,,,,,,,,,,1,19:32:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:32,SS,6M+,PL,2.3,PV,2.3,CL,88,0,RL,86,SA,15,DS,99,,0,19:32:00,0,0,0,174,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:32:00,0,0,0,0,0,0,0,0
,183,S,20,AC,60,73,13,13,59,12,11,69,13,16,27,5,6,88,1,19:32:00,1,1,1,43,43,4,228,57
,183,S,21,B,31,45,6,5,73,7,8,47,5,5,-,-,- ,80,1,19:32:00,1,1,1,18,18,3,165,55
,184,S,161,A,63,65,15,13,76,16,16,69,19,18,28,7,6,81,1,19:32:00,1,0,0,57,0,4,0,0
,184,S,162,B,28,21,3,2,0,0,0,-,-,- ,-,-,- ,9,1,19:32:00,1,0,0,3,0,2,0,0
,183,S,183,B,31,45,6,5,73,7,8,-,-,- ,-,-,- ,80,1,19:32:00,1,1,0,13,0,2,0,0
,183,L,7,AC,60,73,13,13,-,-,- ,-,-,- ,-,-,- ,500,1,19:32:00,1,1,0,13,0,1,0,0
A=<37 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:32:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:33,SS,10,-,PL,2.2,PV,2.2,CL,120+10,RL,103,SA,30,DS,74,,0,19:33:00,0,0,0,105.2,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:33:00,0,0,0,0,0,0,0,0
,354,S,30,A,42,74,4,10,62,4,9,34,6,4,-,-,- ,60,1,19:33:00,1,1,1,14,14,3,170,56.6666666666667
,354,S,31,B,34,10,2,1,23,3,3,9,2,1,-,-,- ,30,1,19:33:00,1,1,1,7,7,3,42,14
,182,S,34,A,33,0,0,0,22,2,3,-,-,- ,-,-,- ,35,1,19:33:00,1,0,0,2,0,2,0,0
A=<60 ,B=40,,,,,,,,,,,,,,,,,,1,19:33:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:34,SS,85M+,PL,5.3,PV,5.2,CL,120,0,RL,116,SA,405,DS,139,,0,19:34:00,0,0,0,236,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:34:00,0,0,0,0,0,0,0,0
,908,S,287,AC,76,-,-,- ,102,13,23,50,9,10,-,-,- ,85,1,19:34:00,1,0,0,22,0,2,0,0
,196,S,310,A,47,63,7,8,42,5,6,87,7,11,-,-,- ,81,1,19:34:00,1,1,1,19,19,3,192,64
,196,S,311,ABE,47,25,2,5,63,8,9,64,10,10,47,8,8,67,1,19:34:00,1,1,1,28,28,4,199,49.75
,196,S,312,D,48,57,7,8,77,11,12,98,9,18,68,7,9,109,1,19:34:00,1,1,1,34,34,4,300,75
,197,L,71,ABF,40,46,7,6,45,7,7,-,-,- ,-,-,- ,560,1,19:34:00,1,0,0,14,0,2,0,0
,197,L,72,ABF,40,91,8,12,110,11,14,-,-,- ,-,-,- ,860,1,19:34:00,1,0,0,19,0,2,0,0
A=<18 ,B=20,C=#25,D=24,E=17,,,,,,,,,,,,,,,1,19:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:34,SS,6M+,PL,2.3,PV,2.3,CL,90,0,RL,86,SA,17,DS,139,,0,19:34:00,0,0,0,176,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:34:00,0,0,0,0,0,0,0,0
,183,S,20,AC,60,73,13,13,59,12,11,69,13,16,27,5,6,87,1,19:34:00,1,1,1,43,43,4,228,57
,183,S,21,B,31,45,6,5,73,7,8,47,5,5,-,-,- ,71,1,19:34:00,1,1,1,18,18,3,165,55
,184,S,161,A,80,24,8,6,62,18,17,58,19,19,17,5,4,69,1,19:34:00,1,0,0,50,0,4,0,0
,184,S,162,B,12,38,2,1,37,2,2,-,-,- ,-,-,- ,24,1,19:34:00,1,0,0,4,0,2,0,0
,183,S,183,B,31,45,6,5,73,7,8,-,-,- ,-,-,- ,71,1,19:34:00,1,1,0,13,0,2,0,0
,183,L,7,AC,60,73,13,13,-,-,- ,-,-,- ,-,-,- ,540,1,19:34:00,1,1,0,13,0,1,0,0
A=<38 ,B=40,C=#20,,,,,,,,,,,,,,,,,1,19:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:34,SS,58,+,PL,2.3,PV,2.3,CL,99,0,RL,87,SA,201,DS,24,0,19:34:00,0,0,0,203.3,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:34:00,0,0,0,0,0,0,0,0
,288,S,206,A,89,66,22,22,25,7,7,33,14,12,0,0,0,69,1,19:34:00,1,1,1,43,43,4,124,31
,288,S,270,B,21,64,4,4,55,3,4,-,-,- ,-,-,- ,49,1,19:34:00,1,1,1,7,7,2,119,59.5
A=<76 ,B=#24,,,,,,,,,,,,,,,,,,1,19:34:00,0,0,0,0,0,0,0,0
Friday,01-Jun-18,19:35,SS,6M+,PL,2.3,PV,3.3,CL,87,0,RL,86,SA,20,DS,61,,0,19:35:00,0,0,0,173,0,0,0,0
,Int,SA/LK,PH,PT ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,DS,VO,VK ,ADS,,1,19:35:00,0,0,0,0,0,0,0,0
